mal_id,titles,type,genre_1,genre_2,source,studios,episodes,rating,score,audicence_rank,scored_by,rank,members,favorites,synopsis,airing,genres,year,season,status
29585,Chikotan,Movie,,,Original,,1.0,G - All Ages,5.49,14879,317.0,11766.0,664,1,Okamoto Tadanari short film.,,,,,
30965,Ninpuu Kamui Gaiden: Tsukihigai no Maki,Movie,Action,Adventure,Unknown,Eiken,1.0,R - 17+ (violence & profanity),,15462,,19471.0,571,1,A theatrical edited release of episode 21-26.,,,,,
29679,Ki Renka,Movie,Drama,,Original,,1.0,G - All Ages,5.03,15763,214.0,12685.0,532,0,Independent animation by Hayashi Seiichi.,,,,,
17457,Chingou Muchabee,TV,Adventure,Comedy,Unknown,,51.0,G - All Ages,,16235,,16230.0,482,1,"A goofy comedy series with various stories featuring the same set of characters.

(Source: AniDB)",,,,,
29675,Sarasoujuu no Hana no Iro,Movie,Drama,,Unknown,,1.0,R+ - Mild Nudity,5.19,16648,203.0,12445.0,443,1,Independent animation by Tsukioka Sadao.,,,,,
30065,Osamishi Tani no Wakare Uta,Movie,,,Original,,1.0,G - All Ages,5.1,16907,190.0,12584.0,421,0,Short movie by Tadanari Okamoto.,,,,,
29669,Ten,Movie,Avant Garde,,Original,,1.0,G - All Ages,5.25,17552,129.0,12350.0,375,0,Independent animation by Suzuki Shiniichi (鈴木伸一).,,,,,
38872,Pussy,Movie,Avant Garde,,Original,,1.0,R+ - Mild Nudity,,18637,,19921.0,297,7,"A double-projection film where the projections are positioned side-by-side. The subject of the film is images taken from Screw, a pornographic tabloid newspaper, editions of which Tanaami bought from newspaper stands in New York during his trip in 1969. He color printed the black-and-white photographs to apply different colors for psychedelic effect.

(Source: Collaborative Cataloging Japan)",,,,,
29987,Flicker Love No.1,Movie,Avant Garde,,Original,,1.0,R+ - Mild Nudity,,18645,,16883.0,297,0,"After seeing Velvet Underground perform in Andy Warhol’s Exploding Plastic Inevitables in New York, Tanaami became interested stroboscopic effects. This flicker film was conceived as the first of many but this was the only one that was realized.

(Source: Collaborative Cataloging Japan)",,,,,
16820,Lightning Atom,Movie,Action,,Unknown,,1.0,,,18725,,18630.0,292,0,The story of a young boy who uses his electric super powers to help the innocent.,,,,,
32224,Mako-chan no Koutsuu Anzen,Movie,Drama,,Original,,1.0,G - All Ages,,18907,,18780.0,280,0,An educational film about traffic safety.,,,,,
38871,Rainbow Scene,Movie,Avant Garde,,Original,,1.0,,,20252,,20066.0,205,0,"A triple projection film where the projections are positioned side-by-side.

(Source: Collaborative Cataloging Japan)",,,,,
38873,She,Movie,Avant Garde,,Original,,1.0,,,20511,,20486.0,192,0,An early film by Keiichi Tanaami.,,,,,
39225,Watashi no Kamifuusen,Music,,,Original,,1.0,G - All Ages,,20502,,,192,0,"The original rendition of Watashi no Kamifuusen sung by Akai Tori and animated by Mouri Atsushi. Due to the copyright law of the time, price of film reels, and overwriting tapes, Watashi no Kamifuusen from 1971 remains to be one that is missing both its audio tape and video tape, as such the music video as a whole is considered lost media.",,,,,
38874,Green Red,Movie,Avant Garde,,Original,,1.0,R+ - Mild Nudity,,20568,,17113.0,189,0,"A photograph of a seated heterosexual couple, naked apart from their long necklaces, is rephotographed with a fixed camera that zooms outwards in one take. The colors subtly shift as the camera zooms out from their arm to eventually reveal their bodies over twelve minutes. Screened at the 3rd Sogetsu Animation Festival 1971.

(Source: Collaborative Cataloging Japan)",,,,,
38875,Jam Pot,Movie,Avant Garde,,Original,,1.0,R+ - Mild Nudity,,20775,,17741.0,177,0,"Described by filmmaker Nobuhiro Kawanaka as ‘sexier than sex itself’, the film intercuts between close-up images of a naked heterosexual couple and long shots of a bamboo forest taken from above using a helicopter. The edited cut was projected and rephotographed using high contrast black-and-white film, which was printed in 80-100 types of color gradations at the laboratory, creating what looked like a posterization effect.

(Source: Collaborative Cataloging Japan)",,,,,
2406,Sazae-san,TV,Comedy,Slice of Life,4-koma manga,Eiken,,G - All Ages,6.14,6890,1869.0,9126.0,8403,38,"The main character is a mother named Sazae-san. She lives in a house with her husband, her kids and her parents. The show is the ultimate family program and tends to follow traditional themes. Think of this show as the Japanese equivalent to ""The Partridge Family"" and you'll get a good feel for this show's atmosphere. Don't expect to see things like violence, swearing, kung-fu action or magical girls. The plots are more like ""Today, Sazae-san goes to the new mall and gets lost"". Such ""boring"" plotlines and the simplistic art are often a turn-off to non-Japanese audiences, but most Japanese find the show incredibly good. As a result, it continues to be one of the top ratings grabbers on TV and is one of the few anime that is considered ""acceptable"" by adults. 

(Source: AniDB)",True,"[{'mal_id': 4, 'type': 'anime', 'name': 'Comedy', 'url': 'https://myanimelist.net/anime/genre/4/Comedy'}, {'mal_id': 36, 'type': 'anime', 'name': 'Slice of Life', 'url': 'https://myanimelist.net/anime/genre/36/Slice_of_Life'}]",1969.0,fall,Currently Airing
3819,Sasurai no Taiyou,TV,Drama,,Manga,Mushi Production,26.0,PG-13 - Teens 13 or older,6.75,10952,573.0,5737.0,2235,11,"Two baby girls were born in the same hospital: one of them is the daughter of an aristocratic family while the other belongs to a deprived household which lives in the slums of the city. However, the nurse-in-charge, Michiko, secretly switches the two babies due to a personal grudge, resulting in a change of fates of the girls from then on. Many years later, the lives of the two girls continue to be intertwined with each other, with the rich Miki ill-treating the poor Nozomi, yet both of them hold similar dreams to become a singer.

(Source: ANN)",False,"[{'mal_id': 8, 'type': 'anime', 'name': 'Drama', 'url': 'https://myanimelist.net/anime/genre/8/Drama'}]",1971.0,spring,Finished Airing
8436,Animentary: Ketsudan,TV,,,Unknown,Tatsunoko Production,25.0,,6.21,11603,304.0,8766.0,1803,7,"This animated history of World War II in the Pacific deals with the most serious moments in the lives of Commanders as they make crucial strategic and tactical decisions. Since these episodes are based on true events, not fiction, viewers will be filled with more tension than usual.

(Source: Tatsunoko Production)",False,[],1971.0,spring,Finished Airing
36811,Kusakeiba,Music,,,Music,,1.0,G - All Ages,5.17,18124,145.0,,330,0,"A Minna no Uta version of the classic English song ""Camptown Races.""",,,,,
57491,Haruka ni Chou wa,Music,,,Original,,1.0,G - All Ages,,26008,,,58,0,Music video for the song Haruka ni Chou wa by Saori Yuki that was featured on NHK's Minna no Uta program. It is considered to be lost media.,,,,,
2406,Sazae-san,TV,Comedy,Slice of Life,4-koma manga,Eiken,,G - All Ages,6.14,6890,1869.0,9126.0,8403,38,"The main character is a mother named Sazae-san. She lives in a house with her husband, her kids and her parents. The show is the ultimate family program and tends to follow traditional themes. Think of this show as the Japanese equivalent to ""The Partridge Family"" and you'll get a good feel for this show's atmosphere. Don't expect to see things like violence, swearing, kung-fu action or magical girls. The plots are more like ""Today, Sazae-san goes to the new mall and gets lost"". Such ""boring"" plotlines and the simplistic art are often a turn-off to non-Japanese audiences, but most Japanese find the show incredibly good. As a result, it continues to be one of the top ratings grabbers on TV and is one of the few anime that is considered ""acceptable"" by adults. 

(Source: AniDB)",True,"[{'mal_id': 4, 'type': 'anime', 'name': 'Comedy', 'url': 'https://myanimelist.net/anime/genre/4/Comedy'}, {'mal_id': 36, 'type': 'anime', 'name': 'Slice of Life', 'url': 'https://myanimelist.net/anime/genre/36/Slice_of_Life'}]",1969.0,fall,Currently Airing
3843,Ali Baba to 40-hiki no Touzoku,Movie,Action,Fantasy,Unknown,Toei Animation,1.0,G - All Ages,5.77,11394,847.0,10747.0,1942,1,"A film produced for Toei's 20th anniversary. A boy who is the descendant of the leader of the theives who met a grisly fate in the 1001 Nights bands together with 38 cats and a mouse to get back his rightful treasure from Ali Baba XXXIII, the descendent of Ali Baba who now rules the kingdom with an iron fist. This is a reversal of the good guy/bad guy roles in the original story! (perhaps not surprising for being a film in which Hayao Miyazaki was involved) This film is one of the most rollicking and action-packed films made by Toei, and is in an outrageously cartoonish style breaking with the Toei mold. It has a spectacular lineup of animators including Yasuji Mori, Akira Daikubara, Hayao Miyazaki, Yoichi Kotabe and Reiko Okuyama. The original story about Ali Baba and the 40 Thieves itself is recounted at one point in the film in an unexpected and interesting way using shadow-puppets. 

(Source: pelleas.net)",False,"[{'mal_id': 1, 'type': 'anime', 'name': 'Action', 'url': 'https://myanimelist.net/anime/genre/1/Action'}, {'mal_id': 10, 'type': 'anime', 'name': 'Fantasy', 'url': 'https://myanimelist.net/anime/genre/10/Fantasy'}]",,,Finished Airing
26081,Yasuji no Pornorama: Yacchimae!!,Movie,Hentai,,Manga,,1.0,R+ - Mild Nudity,5.16,13563,262.0,,974,3,"Based on the manga by Tanioka Yasuji.

Japanese society, in the opinion of Pusu-o, ""satisfies all the urges of hunger, but not the urges of the loins."" Then again, Pusu-o is scrawny, awkward and hardly the handsomest guy in town. More to the point, in matters of a romantic nature, Pusu-o conducts himself with an absolute lack of grace, restraint and general respect for women. Not surprisingly, his sex life is an endless succession of obnoxiously over-the-top come-ons and maniacal attempts to get some action, all of which culminate in total strike-outs. Pusu-o's own father is soon on hand to add insult to injury (the injury being the constant, gushing nosebleeds Pusu-o endures — the nasal blood geyser being Japanese cartoon shorthand for sexual frustration), and the cock blockage continues at Pusu-o's new job as a car salesman — until a trio of older women misinterpret his advances, intended only to make the pretty Yukiko jealous. The antics continue at a later date, when the married Pusu-o is cuckolded by an horny little birdie. When the humiliated surrogate dad witnesses the sexual prowess of the tryst's offspring, matters culminate in a finale worthy of the most bombastic Japanese tragedy. 

(Source: AniDB)",,,,,
28023,Tsuru no Sugomori,Movie,,,Unknown,,1.0,G - All Ages,,18586,,14059.0,301,0,"An earnest tale of animal cooperation, as two out-of-place chickens try to make their home on an island inhabited by cranes. When they are attacked by an eagle, their adoptive parent cranes are killed, but the chickens organize a counterstrike. Eventually, peace is restored to the island. Based on a story by Teru Takakura, this anime was made over a three-year period by around 80 members of the Japan Film Broadcasting Industry Association under the pseudonymous lead of Shibayama.

(Source: The Anime Encyclopedia)",,,,,
48909,Minami e Itta Misuke,Movie,Adventure,,Original,Tezuka Productions,1.0,G - All Ages,,20353,,19061.0,199,0,"Jumping out of the cupboard, Chi-cha and Ikeho ask for Misuke's help, saying that they have to answer a quiz that the god Don-dan has given them to save their mother. Misuke then heads for a country in the south passing right through the cupboard.

(Source: Official Website)",,,,,
57548,Sabishii Kashi no Ki,Music,,,Unknown,,1.0,G - All Ages,,25532,,,62,0,Music video for the song Sabishii Kashi no Ki by Bonny Jacks that was featured on NHK's Minna no Uta program.,,,,,
1412,Lupin III,TV,Action,Adventure,Manga,Tokyo Movie Shinsha,23.0,PG-13 - Teens 13 or older,7.65,2034,31963.0,1407.0,103212,982,"Arsène Lupin III is the grandson of world-famous thief Arsène Lupin, and he's living up to his grandfather's memory as a high-profile thief himself. Due to his infamy, Lupin III attracts the attention of the persistent Inspector Zenigata of the ICPO, as well as rival criminals. Lupin III's criminal lifestyle even seeps into his love life. The main woman in Lupin III's world is femme fatale Fujiko Mine, who Lupin III can never tell is working with or against him. Follow Lupin and his gunman partner Daisuke Jigen on their quest to own the world－or at least the valuable bits!",False,"[{'mal_id': 1, 'type': 'anime', 'name': 'Action', 'url': 'https://myanimelist.net/anime/genre/1/Action'}, {'mal_id': 2, 'type': 'anime', 'name': 'Adventure', 'url': 'https://myanimelist.net/anime/genre/2/Adventure'}, {'mal_id': 4, 'type': 'anime', 'name': 'Comedy', 'url': 'https://myanimelist.net/anime/genre/4/Comedy'}, {'mal_id': 7, 'type': 'anime', 'name': 'Mystery', 'url': 'https://myanimelist.net/anime/genre/7/Mystery'}]",1971.0,fall,Finished Airing
2406,Sazae-san,TV,Comedy,Slice of Life,4-koma manga,Eiken,,G - All Ages,6.14,6890,1869.0,9126.0,8403,38,"The main character is a mother named Sazae-san. She lives in a house with her husband, her kids and her parents. The show is the ultimate family program and tends to follow traditional themes. Think of this show as the Japanese equivalent to ""The Partridge Family"" and you'll get a good feel for this show's atmosphere. Don't expect to see things like violence, swearing, kung-fu action or magical girls. The plots are more like ""Today, Sazae-san goes to the new mall and gets lost"". Such ""boring"" plotlines and the simplistic art are often a turn-off to non-Japanese audiences, but most Japanese find the show incredibly good. As a result, it continues to be one of the top ratings grabbers on TV and is one of the few anime that is considered ""acceptable"" by adults. 

(Source: AniDB)",True,"[{'mal_id': 4, 'type': 'anime', 'name': 'Comedy', 'url': 'https://myanimelist.net/anime/genre/4/Comedy'}, {'mal_id': 36, 'type': 'anime', 'name': 'Slice of Life', 'url': 'https://myanimelist.net/anime/genre/36/Slice_of_Life'}]",1969.0,fall,Currently Airing
